,Unnamed: 0,source_id,EPIC,ra,dec,G,G_err,bp,rp,parallax,parallax_err,BP_err,RP_err,Name,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,Kpmag,PrCat,PCat,All,2M,Simbad,_RA,_DE,prot
125,16283,662632987562951808,211896670,128.20308082257708,18.67793303253188,16.389994,0.002,18.018581,15.128484,4.832398576884704,0.12135255575807813,0.2,0.01,HSHJ 26,0.35,17.06,12.47, 6.96, 0.5162,0,Y, 0.00761,       ,       , ,N,Y,N,    , 0.03088, 1.52538,2,16.58,0,2,All,2M,Simbad,128.203247,18.677988,6.96
126,16287,660933073866203264,211896749,130.84949903593431,18.67912910472826,15.602067000000002,0.002,16.855767999999998,14.485429000000002,5.380508016034578,0.051425027291521576,0.01,0.01,JS534  ,0.42,15.92,12.16,21.17, 0.9009,0,Y, 0.00916,       ,       , ,N,N,N,    , 0.01997, 0.94650,2,15.67,0,2,All,2M,Simbad,130.849695,18.679209,21.17
128,16290,659487039980639872,211896805,129.90048380258557,18.680230528968366,18.208094,0.01,19.919004,16.825205,5.584058330681369,0.26984085840071004,0.2,0.01,HSHJ276,0.18,19.21,13.89, 0.96, 0.6220,0,Y, 0.00804,       ,       , ,N,Y,N,    , 0.09988, 3.55220,2,18.5,0,2,All,2M,Simbad,129.90066000000002,18.680273,0.96
130,16301,659668841652926592,211896912,129.2103768506268,18.681640098904392,17.287619,0.01,18.947823,16.012741000000002,4.895898862286587,0.17349969310383925,0.2,0.01,HSHJ135,0.22,18.08,13.34,13.98, 0.2491,0,Y, 0.00760,       ,       , ,N,Y,N,    , 0.02808, 1.10687,2,17.51,0,2,All,2M,Simbad,129.210528,18.6817,13.98
131,16305,662632540886348928,211896979,128.2619030292611,18.682583234119466,12.985446000000001,0.0003,13.616902,12.245153,5.35349828997738,0.038917711381471584,0.01,0.002,JS 21  ,0.77,12.93,10.68,13.30, 0.4717,0,Y, 0.00987,       ,       , ,N,Y,N,    , 0.00669, 0.21750,2,12.98,1,2,All,2M,Simbad,128.262056,18.682636,13.3
132,16311,660976676374207616,211897054,130.5528280249577,18.68355709285148,17.444042,0.01,18.999975,16.175375,5.3954046062384124,0.19272721014852234,0.2,0.01,AD 3061,0.2,18.11,13.56, 3.21, 0.0133,0,Y, 0.00655,       ,       , ,N,Y,N,    , 0.01001, 0.18329,2,17.59,0,2,All,2M,Simbad,130.55300400000002,18.683641,3.21
134,16337,659669597567160704,211897713,129.3723848984725,18.693132474787635,16.832762,0.002,18.326248,15.623346,5.7065188971143535,0.11076086842566274,0.2,0.01,HSHJ165,0.24,17.38,13.15,28.91, 0.2441,1,Y, 0.00746,       ,       , ,N,M,N,    , 0.00942, 0.33820,2,16.29,0,1,All,2M,Simbad,129.372543,18.69322,28.91
135,16347,662665629314342272,211897821,127.7453886945455,18.694706459781248,14.710718,0.002,15.723638000000001,13.717393,5.339832034375673,0.05189849559967069,0.01,0.01,AD 1427,0.57,14.83,11.59,16.42, 0.5648,0,Y, 0.00895,       ,       , ,N,Y,N,    , 0.01302, 0.47993,2,14.71,1,2,All,2M,Simbad,127.74553999999999,18.694766,16.42
136,16352,660933310088402688,211897893,130.80000017659546,18.695806276051897,18.050009,0.01,19.782677,16.736221,5.464220136741008,0.17902299815409878,0.2,0.01,AD 3178,0.17,18.89,14.03, 0.40, 0.0512,0,Y, 0.00757,       ,       , ,N,N,N,    , 0.01672, 0.16520,2,18.27,0,2,All,2M,Simbad,130.800209,18.695866,0.4
141,16400,659713303154300288,211898716,128.9171374295332,18.70782605081054,16.209085,0.002,17.791512,14.975554,5.402503241264234,0.1091687663818114,0.2,0.01,JS 95  ,0.37,17.12,12.36, 1.97, 0.4313,0,N, 0.00993,24.4413, 0.2896,1,Y,Y,N,    , 0.02823, 1.01405,P,16.34,0,2,All,2M,Simbad,128.917305,18.707878,1.97
142,16412,660196774736045184,211899094,131.35692301480162,18.71330058776094,12.585455,0.0003,13.141425,11.897601,6.1020631709069955,0.07379502836485308,0.01,0.002,JS598  ,0.85,12.52,10.44,12.37, 0.5036,0,Y, 0.00746,       ,       , ,N,Y,N,    , 0.00395, 0.13222,2,12.58,0,2,All,2M,Simbad,131.357114,18.713351,12.37
144,16444,660197019550544256,211899790,131.40348406981064,18.7235765638947,17.683899,0.01,19.42788,16.373219,5.50337709281138,0.15196998522098287,0.2,0.01,AD 3429,0.19,18.5,13.68, 1.83, 0.0864,0,Y, 0.00666,       ,       , ,N,Y,N,    , 0.01435, 0.43465,2,17.86,1,2,All,2M,Simbad,131.403683,18.72364,1.83
146,16454,662634430672023680,211899994,128.36738077869938,18.726711390287107,18.050814000000003,0.01,19.71467,16.734966,5.358905650038686,0.19935188869449247,0.2,0.01,HSHJ 41,0.17,18.88,14.02, 1.63, 0.1780,0,Y, 0.00769,       ,       , ,N,Y,M,    , 0.01939, 0.62975,2,16.93,0,2,All,2M,Simbad,128.367558,18.726757,1.63
148,16496,659713818550364160,211900619,129.05011949088828,18.735457638503014,16.939386,0.002,18.623607999999997,15.653382999999998,5.500340314154259,0.15939712268368547,0.2,0.01,JS688  ,0.26,17.73,12.96, 1.70, 0.4536,0,Y, 0.00758,       ,       , ,Y,N,N,    , 0.01794, 0.62745,2,17.12,1,2,All,2M,Simbad,129.050308,18.735495,1.7
149,16505,660944717521395840,211900700,131.07094887959508,18.736557070966054,12.078375999999999,0.0003,12.550427,11.472759,5.341758404783949,0.03981486364069695,0.002,0.002,JS563  ,0.92,12.02,10.26,11.01, 0.6620,0,Y, 0.00834,       ,       , ,N,Y,N,    , 0.00525, 0.21195,K,12.07,1,2,All,2M,Simbad,131.07111899999998,18.736604,11.01
152,16530,659689865516277632,211901010,129.53355021254245,18.741589633384525,17.917341,0.01,19.643354000000002,16.608253,5.839139230183189,0.2278770734179809,0.2,0.01,HSHJ196,0.18,18.71,13.81, 0.47, 0.2271,0,Y, 0.00795,       ,       , ,N,Y,N,    , 0.03418, 0.38473,2,18.08,0,1,All,2M,Simbad,129.53371299999998,18.741667,0.47
154,16533,660981349298550272,211901114,130.39854900956507,18.74299793848645,15.977054,0.002,17.375992,14.800752,5.406442950704495,0.08962712458376554,0.2,0.01,JS441  ,0.38,16.55,12.32, 8.61, 0.7028,0,Y, 0.00813,       ,       , ,N,Y,N,    , 0.03599, 1.87470,2,16.02,0,2,All,2M,Simbad,130.398723,18.743057,8.61
156,16542,659714024708794240,211901402,129.03583826045684,18.747432288884337,14.254088000000001,0.002,15.178689000000002,13.312852,5.454146451051748,0.0388071733833278,0.01,0.01,JS112  ,0.61,14.36,11.29,14.66, 0.6524,0,Y, 0.00780,       ,       , ,N,Y,N,    , 0.01288, 0.58832,2,14.29,0,2,All,2M,Simbad,129.036017,18.747475,14.66
157,16546,660992344414836992,211901458,130.22175188137194,18.748256752643282,17.777925,0.01,19.470914999999998,16.458095999999998,5.314514421145764,0.25964937677201544,0.2,0.01,AD 2840,0.19,18.64,13.67, 1.40, 0.2045,0,Y, 0.00823,       ,       , ,N,N,Y,    , 0.04482, 1.45239,2,17.99,0,2,All,2M,Simbad,130.221925,18.748335,1.4
159,16569,660957400560960256,211901847,130.89405574140184,18.75377502490216,17.333862,0.01,18.991188,16.036842,5.521388789983765,0.14485068569337534,0.2,0.01,AD 3218,0.22,18.05,13.3, 4.44, 0.4870,0,Y, 0.00786,       ,       , ,N,Y,Y,    , 0.10371, 5.00343,P,17.46,0,2,All,2M,Simbad,130.89425500000002,18.753853,4.44
161,16571,662635083506980992,211901894,128.28201654771976,18.754326968270934,17.415495,0.01,19.020748,16.160574,5.149635653472675,0.14871664394928508,0.2,0.01,HSHJ 33,0.2,18.07,13.57, 1.67, 0.2654,0,Y, 0.00808,       ,       , ,N,N,N,    , 0.01588, 0.56906,2,17.58,0,2,All,2M,Simbad,128.28216,18.754375,1.67
162,16576,659716601689157760,211902072,129.2252821869866,18.756808453631574,12.425856,0.0003,12.9478445,11.776359,5.503487002848447,0.062371696601423623,0.002,0.002,JS155  ,0.84,12.34,10.47, 9.36, 0.4891,0,Y, 0.00817,       ,       , ,M,Y,N,    , 0.01542, 0.59745,K,12.4,1,2,All,2M,Simbad,129.22545300000002,18.756852,9.36
165,16583,662625978176332160,211902283,127.9759649638732,18.760018139886295,17.649048,0.01,19.258795000000003,16.349989,5.091500225656026,0.2868096554804977,0.2,0.01,HSHJ 18,0.19,18.41,13.76, 2.18, 0.0802,0,Y, 0.00786,       ,       , ,N,Y,N,    , 0.02296, 0.49954,2,17.8,0,2,All,2M,Simbad,127.976133,18.760054,2.18
166,16588,660948123431659648,211902344,131.31204838700538,18.761044848128968,17.32095,0.01,18.941542000000002,16.047678,5.253666728575744,0.1404547403863868,0.2,0.01,AD 3392,0.21,18.09,13.41, 5.79, 0.8377,0,Y, 0.00801,       ,       , ,N,N,N,    , 0.05182, 2.44182,2,17.48,0,2,All,2M,Simbad,131.312258,18.761105999999998,5.79
168,16601,660983891919259776,211902720,130.54269882761582,18.766698546541928,17.804335000000002,0.01,19.510092,16.50296,5.7169578187712755,0.20414319490863805,0.2,0.01,AD 3057,0.19,18.58,13.75, 1.06, 0.7862,0,Y, 0.00781,       ,       , ,N,N,N,    , 0.13064, 5.54116,2,17.99,0,2,All,2M,Simbad,130.542887,18.766773,1.06
170,16610,660983750184396672,211902826,130.59162768875095,18.76822299459143,18.180235,0.01,19.928171,16.851809,5.8210165856067295,0.1855444463490207,0.2,0.01,HSHJ420,0.17,19.02,14.0, 2.63, 0.2554,0,Y, 0.00804,       ,       , ,N,Y,N,    , 0.02621, 0.86851,2,18.39,0,2,All,2M,Simbad,130.591816,18.768295000000002,2.63
172,16634,659680072990872704,211903302,129.74049544480587,18.775182736845125,16.570196,0.002,18.12281,15.286785,5.677063547201398,0.10096511483544987,0.2,0.01,HSHJ242,0.3,17.26,12.71, 2.71, 0.1351,0,Y, 0.00789,       ,       , ,N,Y,N,    , 0.01912, 0.78221,P,15.71,0,2,All,2M,Simbad,129.740699,18.775254999999998,2.71
174,16652,659691656519169920,211903709,129.6345210906754,18.781296198672816,16.125387,0.002,17.478745,14.968376000000001,5.4076064114144025,0.07445676551159762,0.2,0.01,AD 2413,0.34,16.37,12.53,13.60, 0.6201,0,Y, 0.00900,       ,       , ,N,N,M,    , 0.00911, 0.35804,2,15.79,0,2,All,2M,Simbad,129.63471,18.781349,13.6
178,16747,659685540485811072,211905265,129.85876598086023,18.80467663458741,18.201319,0.01,20.119164,16.836378,5.15844498592006,0.2695007436854246,0.2,0.01,AD 2559,0.17,19.07,14.02, 0.81, 0.0269,0,N, 0.00668,       ,       , ,N,Y,N,    , 0.02832, 0.32245,2,18.36,0,2,All,2M,Simbad,129.858941,18.804741,0.81
180,16769,659685231248166784,211905618,129.82857373982625,18.81008782147059,16.658535,0.002,18.222404,15.415613,5.5535485055657485,0.12110343760052213,0.2,0.01,JS708  ,0.28,17.18,12.79,16.16, 0.3977,0,Y, 0.00754,       ,       , ,N,N,N,    , 0.02805, 1.13795,2,16.08,0,2,All,2M,Simbad,129.828747,18.810143,16.16
182,16774,659671624791715840,211905676,129.36261116009027,18.81090321356056,17.400303,0.01,18.940617,16.118418,5.397964674990875,0.1446432850832326,0.2,0.01,HSHJ164,0.21,18.14,13.47, 1.12, 0.4492,0,Y, 0.00788,       ,       , ,N,N,N,    , 0.04131, 1.47983,2,17.57,0,2,All,2M,Simbad,129.362797,18.810961,1.12
183,16808,660996020906770560,211906187,130.16451170666974,18.818225620440487,13.653997,0.002,14.414448000000002,12.81137,5.442708203849629,0.04501311334473368,0.01,0.002,       ,0.63,13.65,11.0,13.18, 0.7319,0,N, 0.00899,       ,       , ,N,Y,N,    , 0.00770, 0.37498,2,13.68,1,2,All,2M,Simbad,130.164679,18.818285,13.18
185,16818,660958671871347584,211906287,131.055007165971,18.819782145304398,13.658253,0.002,14.428162,12.808752,5.054598083734449,0.056622259263578764,0.01,0.002,JS561  ,0.65,13.66,10.94,12.22, 0.8057,0,Y, 0.00797,       ,       , ,N,Y,N,    , 0.01245, 0.58799,K,13.65,1,2,All,2M,Simbad,131.055188,18.819837,12.22
187,16835,660950593036567296,211906671,131.33755608500715,18.825695848001395,18.441069,0.01,20.031298,17.093826,5.211984975269862,0.2869845885819684,0.2,0.2,AD 3400,0.16,19.25,14.22, 0.63, 0.1632,0,Y, 0.00767,       ,       , ,N,Y,N,    , 0.02170, 0.48931,2,17.67,0,2,All,2M,Simbad,131.337753,18.825775,0.63
189,16837,660996295784743680,211906702,130.23199748612672,18.826117360793152,17.342476,0.01,18.895647,16.078745,5.090673343382232,0.16700367096626045,0.2,0.01,HSHJ338,0.21,18.04,13.45, 2.10, 0.2360,0,Y, 0.00748,       ,       , ,N,Y,M,    , 0.01234, 0.44959,2,17.52,0,2,All,2M,Simbad,130.232172,18.826195000000002,2.1
193,16886,659719419187699712,211907530,129.21494681126524,18.83863600562732,17.477577,0.01,19.206812,16.185602,5.4262341253760935,0.24935931387963264,0.2,0.01,HSHJ138,0.2,18.24,13.48, 2.06, 0.0655,0,Y, 0.00869,       ,       , ,N,Y,Y,    , 0.01230, 0.25131,2,16.48,0,2,All,2M,Simbad,129.215113,18.838697,2.06
194,16895,659721510835420544,211907679,129.08780601782144,18.841007698242887,18.350077,0.01,20.075561999999998,17.015549,5.006081220407506,0.3456011928538097,0.2,0.2,HSHJ118,0.16,19.21,14.31, 0.51, 0.0561,0,Y, 0.00965,       ,       , ,N,N,N,    , 0.01727, 0.21056,2,17.37,0,2,All,2M,Simbad,129.087981,18.841026,0.51
195,16907,660996330144479616,211908029,130.24336057879393,18.84613543495632,17.011026,0.01,18.566628,15.752498000000001,5.534527992143564,0.1387784729088785,0.2,0.01,JS723  ,0.24,17.66,13.13, 2.90, 0.0313,0,Y, 0.00585,       ,       , ,N,Y,N,    , 0.02987, 1.33334,2,17.16,0,2,All,2M,Simbad,130.24353100000002,18.846195,2.9
197,16916,659684264879024128,211908085,129.91681135981673,18.846963765333985,18.202429000000002,0.01,19.61795,16.858036,4.974886916390271,0.2373383142652305,0.2,0.01,HSHJ280,0.17,19.09,14.02, 1.62, 0.3374,0,Y, 0.00772,       ,       , ,N,Y,N,    , 0.02708, 1.04148,2,17.46,0,2,All,2M,Simbad,129.91698,18.84701,1.62
199,16951,659698219229186688,211908826,129.73704956873328,18.858084584014154,15.887369,0.002,17.391807999999997,14.675870000000002,5.52303210201276,0.08484424888536506,0.2,0.01,JS260  ,0.42,16.5,12.16,23.67, 0.3604,0,N, 0.00899,       ,       , ,M,Y,N,    , 0.02055, 0.89503,2,15.3,0,2,All,2M,Simbad,129.73726000000002,18.858218,23.67
201,16955,660986297100929792,211908928,130.70683276488154,18.859686925406308,15.124488000000001,0.002,16.289879,14.039025,5.464630382760987,0.05300393670009365,0.01,0.01,JS505  ,0.54,15.43,11.74,13.12, 0.4845,0,Y, 0.00837,       ,       , ,N,Y,N,    , 0.06792, 2.08778,P,15.19,0,2,All,2M,Simbad,130.707001,18.859737,13.12
202,16957,660986331460669312,211908953,130.68835263285104,18.86001467208929,10.611017,0.0003,10.9817705,10.102619,5.31604613651256,0.04548122117219653,0.002,0.002,JS738  ,1.2,10.57,9.17,10.33, 0.7010,0,Y, 0.00801,       ,       , ,N,Y,N,cand, 0.00405, 0.15991,K,10.6,1,1,All,2M,Simbad,130.68856,18.860076,10.33
203,17009,660995230632845184,211909748,130.3777787614344,18.871814329909974,12.5283375,0.0003,13.072952,11.822207,5.447920733806241,0.06041172890869807,0.01,0.002,KW401  ,0.98,12.36,10.15, 2.42, 0.8636,0,Y, 0.00818,       ,       , ,N,Y,N,conf, 0.06528, 3.08847,D,12.36,2,2,All,2M,Simbad,130.37795,18.871872,2.42
205,17016,660965097142415872,211909798,131.11322659682696,18.872375149090512,17.712389,0.01,19.484562,16.41036,5.238854386870388,0.17403270936476148,0.2,0.01,AD 3317,0.19,18.55,13.64, 1.37, 0.0294,0,Y, 0.00695,       ,       , ,N,Y,N,    , 0.01333, 0.25502,2,17.94,0,2,All,2M,Simbad,131.113411,18.872438,1.37
207,17028,659687498990893056,211910082,129.89791337270933,18.876821800275973,10.580589,0.0003,10.892101,10.137804,5.420012083001316,0.042476212552447316,0.002,0.002,KW196  ,1.16,10.55,9.33, 6.69, 0.6768,0,Y, 0.00761,       ,       , ,N,Y,N,    , 0.02476, 1.10203,D,10.58,2,1,All,2M,Simbad,129.89807,18.876901999999998,6.69
209,17048,659742367196651392,211910532,129.3841142612496,18.883927217367756,15.477041,0.002,16.699402,14.3698845,5.2878776503400635,0.07311409636304668,0.01,0.01,JS188  ,0.45,15.84,12.04,10.36, 0.3030,0,Y, 0.00824,       ,       , ,N,Y,Y,    , 0.00972, 0.27958,2,15.44,0,1,All,2M,Simbad,129.384292,18.88395,10.36
210,17051,660953998946909952,211910548,131.33800671268378,18.884229114041887,17.531176000000002,0.01,19.175957,16.240376,5.3008833435124085,0.17542640145398736,0.2,0.01,AD 3401,0.19,18.29,13.63, 2.13, 0.2253,0,Y, 0.00766,       ,       , ,N,Y,Y,    , 0.01051, 0.36910,2,16.79,0,2,All,2M,Simbad,131.338203,18.88431,2.13
212,17079,660954067666386944,211910977,131.32485486496577,18.890317149769945,9.509775,0.0003,9.74317,9.161866999999999,5.5038782927014624,0.047411536218459865,0.002,0.002,       ,1.41,9.45,8.6, 2.29, 0.5673,0,Y, 0.00805,       ,       , ,N,Y,N,    , 0.00326, 0.10369,2,9.56,1,1,All,2M,Simbad,131.32504,18.890366,2.29
214,17093,660962863759344768,211911179,130.97763682781377,18.893529142349067,12.399532,0.0003,12.920285,11.747338000000001,5.333436191018887,0.03698414570057827,0.002,0.002,KW551  ,0.86,12.33,10.41,10.33, 0.3599,0,Y, 0.00881,       ,       , ,N,Y,N,    , 0.02880, 0.84974,K,12.38,1,2,All,2M,Simbad,130.977812,18.893589000000002,10.33
216,17106,659722752082318976,211911279,129.17773670594016,18.895188057833806,13.470006,0.002,14.223104000000001,12.635099,5.392594637427869,0.038241510288637585,0.01,0.002,JS145  ,0.69,13.48,10.84,12.84, 0.3497,0,Y, 0.00852,       ,       , ,N,Y,M,    , 0.00419, 0.10932,2,13.48,1,2,All,2M,Simbad,129.177904,18.895229,12.84
217,17119,662677758301970688,211911467,127.71403881803036,18.89760193989748,17.298464000000003,0.01,18.839517999999998,16.022432000000002,5.153879611470402,0.20146218852831765,0.2,0.01,HSHJ 8 ,0.21,17.97,13.39, 2.18, 0.2715,0,Y, 0.00790,       ,       , ,N,Y,N,    , 0.01918, 0.76622,2,17.43,0,2,All,2M,Simbad,127.71418899999999,18.897651999999997,2.18
218,17132,660998975844267264,211911846,130.19822404673846,18.903257096470284,11.268625,0.0003,11.654273,10.745841,5.424587502525082,0.0981551549923949,0.002,0.002,KW336  ,1.05,11.24,9.69, 4.30, 0.5321,0,Y, 0.00774,       ,       , ,N,Y,M,    , 0.00692, 0.21412,D,11.27,2,2,All,2M,Simbad,130.198394,18.903306,4.3
220,17137,661001243587055616,211911911,130.40241292923105,18.90423915761972,16.191167999999998,0.002,17.689024,14.976366,5.33747025937005,0.11319934319824447,0.2,0.01,JS443  ,0.36,16.76,12.44, 1.09, 0.0702,0,Y, 0.00689,       ,       , ,N,N,Y,    , 0.01407, 0.41843,2,15.63,0,2,All,2M,Simbad,130.40259,18.904308,1.09
222,17172,662538498282258176,211912350,126.31707727809881,18.91082969572105,18.758957000000002,0.01,20.633528,17.348017000000002,5.665063794342668,0.3810921793857144,0.2,0.2,AD 0726,0.16,19.87,14.27, 0.26, 0.1489,0,Y, 0.00895,       ,       , ,N,Y,N,    , 0.03911, 0.77316,2,19.07,0,2,All,2M,Simbad,126.317225,18.910803,0.26
223,17204,661010069743524480,211912899,130.7730561660808,18.91827070353028,18.527042,0.01,20.343746,17.171057,5.036676779855048,0.246464489831808,0.2,0.2,HSHJ439,0.16,19.46,14.31, 0.77, 0.1714,0,Y, 0.00839,       ,       , ,N,Y,N,    , 0.04042, 0.79407,2,18.72,0,2,All,2M,Simbad,130.773209,18.918348,0.77
227,17241,661186373859208832,211913532,130.08243936601252,18.927229381697128,15.131117000000001,0.002,16.46545,13.9853,5.294211812137305,0.10129900715290872,0.01,0.01,JS352  ,0.58,15.54,11.54,16.33, 0.0927,0,Y, 0.00723, 2.8027, 0.0106,0,Y,Y,N,cand, 0.01570, 0.64368,2,14.72,0,2,All,2M,Simbad,130.08260900000002,18.927306,16.33
231,17252,662655183953995392,211913733,128.2730785128005,18.930140409937774,15.866407999999998,0.002,17.303278,14.678284,5.395651285543451,0.09361270981109664,0.2,0.01,JS 22  ,0.41,16.33,12.19,12.63, 0.3509,0,Y, 0.00786,       ,       , ,N,Y,M,    , 0.01517, 0.57521,2,15.4,0,2,All,2M,Simbad,128.273234,18.930201,12.63
232,17261,660999491240341888,211913859,130.26289993638358,18.931890490563205,16.915716,0.002,18.497961,15.674576,5.118600500488906,0.1437237754837795,0.2,0.01,JS724  ,0.25,17.29,13.1,12.37, 0.6583,0,Y, 0.00800,       ,       , ,N,Y,N,    , 0.02340, 0.99749,2,16.23,0,2,All,2M,Simbad,130.263092,18.931969,12.37
234,17265,661186202060520704,211913907,130.01614028276757,18.93253261323684,18.428843,0.01,19.867676,17.044722,5.163731161819775,0.3004476768401081,0.2,0.2,AD 2678,0.16,19.39,14.17, 0.42, 0.0460,0,Y, 0.00816,       ,       , ,N,N,N,    , 0.05558, 0.08267,2,18.66,0,2,All,2M,Simbad,130.016301,18.932625,0.42
236,17269,661004400386393984,211913977,130.34390973553488,18.933820546043385,12.661921000000001,0.0003,13.219862,11.978862,5.281824227339354,0.0588946187848183,0.01,0.002,KW390  ,0.82,12.6,10.54,10.62, 0.4776,0,N, 0.00916,       ,       , ,N,Y,N,    , 0.02812, 1.26723,D,12.62,1,2,All,2M,Simbad,130.344085,18.933875,10.62
238,17283,661185755383916160,211914098,130.11747100810058,18.935757786632852,14.976987,0.002,16.056597,13.937261,5.510780385397173,0.05957239507136691,0.01,0.01,JS364  ,0.55,15.24,11.71,17.18, 0.3640,0,Y, 0.00741,       ,       , ,N,Y,N,    , 0.00726, 0.26196,P,15.02,0,2,All,2M,Simbad,130.117646,18.935817999999998,17.18
240,17312,659696982278606080,211914465,129.6055809355946,18.941634481928265,15.440973999999999,0.002,16.851005999999998,14.253661,5.523615128802445,0.07471748565024247,0.01,0.01,JS230  ,0.55,16.01,11.73, 4.69, 0.0527,0,Y, 0.00703, 1.1252, 0.0276,0,Y,N,N,    , 0.00664, 0.17880,2,15.07,0,1,All,2M,Simbad,129.605748,18.941633,4.69
242,17340,659689109602230272,211914889,129.87779820823556,18.948100847187874,17.858948,0.01,19.49458,16.541542,5.16183798322986,0.17902802168534793,0.2,0.01,HSHJ269,0.18,18.68,13.84, 1.04, 0.1318,0,N, 0.00885,       ,       , ,N,N,N,    , 0.02054, 0.44127,2,18.03,0,2,All,2M,Simbad,129.877975,18.948166,1.04
244,17357,660309646476713216,211915085,132.12512555421534,18.95090292628253,18.694183,0.01,20.46915,17.304705,5.776491158111742,0.24827070921809474,0.2,0.2,       ,0.16,19.72,14.36, 0.69, 0.0988,0,Y, 0.00938,       ,       , ,N,N,N,    , 0.09935, 1.09440,2,18.99,0,1,All,2M,Simbad,132.125294,18.950968,0.69
245,17386,659738179604773248,211915709,128.93569921038218,18.960587280957906,17.514183,0.01,19.324776,16.211664000000003,5.816393249846097,0.2530703773505716,0.2,0.01,HSHJ 84,0.2,18.29,13.55, 1.56, 0.1053,0,Y, 0.00707,       ,       , ,N,Y,N,    , 0.01733, 0.41114,2,17.7,1,2,All,2M,Simbad,128.935891,18.960629,1.56
246,17390,661004713920630656,211915785,130.33459003955474,18.961847935239565,17.102587,0.01,18.73935,15.836765,5.529234962939007,0.13338441488510422,0.2,0.01,HSHJ364,0.24,17.83,13.16, 3.13, 0.2894,0,Y, 0.00748,       ,       , ,N,N,N,    , 0.03562, 1.54886,2,17.25,1,2,All,2M,Simbad,130.334757,18.961948,3.13
248,17395,659724195191319936,211915860,129.23422907696911,18.96327430552156,14.245192999999999,0.002,15.3299885,13.205085,5.446285322973667,0.06087757801149439,0.01,0.01,JS159  ,0.66,14.51,10.91, 4.82, 0.7817,0,Y, 0.00818,       ,       , ,N,Y,N,cand, 0.05049, 2.26565,P,14.28,1,2,All,2M,Simbad,129.23439199999999,18.963317,4.82
249,17397,660966883848803072,211915918,131.13689116569537,18.963991153647576,16.173085999999998,0.002,17.65062,14.968310999999998,5.435269055287845,0.08794214986688363,0.2,0.01,JS568  ,0.37,17.18,12.39, 4.67, 0.7633,0,Y, 0.00909,       ,       , ,N,Y,Y,    , 0.02996, 1.45789,2,16.26,0,2,All,2M,Simbad,131.13708400000002,18.964075,4.67
251,17400,661048694385684224,211915935,131.38390203518819,18.96443889529089,16.693493,0.002,18.197492999999998,15.473597,5.228935493632282,0.09921943854128423,0.2,0.01,AD 3420,0.27,17.32,12.92,18.22, 0.5669,0,Y, 0.00876,       ,       , ,N,Y,N,    , 0.02259, 1.07440,2,16.81,0,2,All,2M,Simbad,131.3841,18.964481,18.22
253,17402,659744914113633408,211915940,129.50238670670294,18.964639573862016,16.206055,0.002,17.792856,14.953084,5.035563093913368,0.20480809904346808,0.2,0.01,JS208  ,0.38,16.54,12.35, 5.91, 0.2745,0,Y, 0.00880, 4.4513, 0.0785,0,Y,N,Y,    , 0.00958, 0.34270,2,15.53,0,1,All,2M,Simbad,129.502551,18.964707999999998,5.91
