praesepe_oid,col1,solution_id,designation,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,source_id
267,266,1635721458409799680,Gaia DR2 661749048932896512,606936259,2015.5,131.41854467466345,0.05931761503073333,20.173743041421453,0.035604933774442765,5.483859966757156,0.07465286725486489,73.45813,-37.52116755302278,0.1238220954741514,-12.681252983054856,0.07612052934394403,-0.29383987,-0.06130863,0.025228413,0.12047508,0.1531968,0.17663209,-0.5538971,0.46702942,-0.062792554,-0.2840779,355,0,354,1,5.0893316,500.61688,0.2543651178195802,4.693202026371127,31,true,4.6458006,1.3006806248087721,0.009428486604821986,0.029900484,40,14,0.11998581,0,46,false,397,5981.462963477868,3.8119653709505177,1569.1284,16.246347,40,1189.8647866927934,8.461580351331554,140.61969,17.662643,37,7526.793406181914,12.335164813402868,610.18994,15.070395,1.4572786,1,2.592248,1.416296,1.175952,,,0,,,,NOT_AVAILABLE,205.85773797517538,33.82262609449038,128.4170824095048,2.0870851780114994,100002,3679.605,3466.0,4117.1226,0.325,0.3016,0.7491,0.183,0.1696,0.4123,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=661749048932896512,,661749048932896512
268,267,1635721458409799680,Gaia DR2 657785717535594112,667044993,2015.5,130.22665116465976,0.27230839148299624,16.016838153343745,0.15656065363571817,5.1801829308100915,0.35051751937311737,14.77867,-34.794276640029395,0.6020321147301576,-10.1914794353957,0.3254971420097868,-0.29055274,0.14460069,0.18311407,0.09186974,0.050584868,0.13072218,-0.51090723,0.5259924,-0.029882476,-0.30366677,337,0,334,3,2.707121,402.6787,0.7552314586823166,1.9296764461025067,31,false,0.22874148,1.208094564008209,0.04317597132093632,0.050493035,38,13,0.5583062,0,42,false,368,493.4747519710166,1.030603819543728,478.821,18.955204,30,68.59637693189428,6.317559552247524,10.85805,20.760635,37,797.1775350218343,6.699989092172738,118.98192,17.508032,1.7544442,0,3.2526035,1.8054314,1.4471722,,,0,,,,NOT_AVAILABLE,209.97508291575085,31.268732949589154,128.40453922972182,-2.2213385523769733,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=657785717535594112,,657785717535594112
269,268,1635721458409799680,Gaia DR2 658033215026842368,542167349,2015.5,129.1355150483757,0.03132396985210674,16.383949593358686,0.02193619326048975,5.156648104863652,0.04285005106143857,120.341705,-34.150524509942265,0.06869187539154252,-10.187681621704339,0.0427896418722525,-0.352415,-0.11201916,-0.15016566,0.14403263,0.094483815,0.1501107,-0.24356557,0.57179034,-0.2367179,-0.39482796,184,0,184,0,0.74565184,192.781,0.0,0.0,31,true,32.82435,1.3826038666319556,0.006654723630585317,-0.05318881,21,12,0.074099824,0,23,false,196,26637.363116140692,12.209696098634597,2181.6565,14.624638,21,7791.866071771052,37.73691254949796,206.47864,15.622285,22,28213.020634158907,57.36102091327922,491.85004,13.635796,1.3516686,0,1.9864893,0.9976473,0.988842,,,0,,,,NOT_AVAILABLE,209.11616174789646,30.43868435283578,127.29703611939823,-2.1326012407539383,100001,3841.0,3695.0,4655.7827,0.5923,0.354,0.8421,0.2952,0.177,0.3967,200111,0.61175174,0.41636902,0.661051,0.07338754,0.072013535,0.07476155,http://geadata.esac.esa.int/data-server/datalink/links?ID=658033215026842368,,658033215026842368
270,269,1635721458409799680,Gaia DR2 659763880689114240,315721348,2015.5,129.26423863014006,0.03191652885912791,19.178047241090972,0.02221296044524829,5.671465660625586,0.058584412290064225,96.80844,-38.21806701787045,0.07987051716506229,-13.29457947628169,0.04013137029584793,-0.44958183,0.084159255,-0.11580273,0.23495668,-0.08096195,0.09712627,-0.38730887,0.7905759,-0.32143942,-0.4804946,151,0,150,1,-3.0784235,98.12557,0.0,8.344901225352479E-16,31,true,132.1355,1.4785683569873855,0.0076335873285746335,-0.057491153,17,11,0.08616498,0,23,false,193,102384.47826652517,38.883516779629204,2633.1074,13.162781,22,40964.726018916146,73.32439972302826,558.678,13.820363,22,88163.6008220409,87.03860785894919,1012.92523,12.398697,1.26121,0,1.4216661,0.6575823,0.76408386,29.461887214089188,9.179390278316005,4,4500.0,3.0,0.0,NOT_AVAILABLE,206.13436481619092,31.574975111506085,126.7129708269231,0.6025396414295047,100001,4712.3335,4473.0947,4920.0,0.1705,0.063,0.3319,0.0823,0.0309,0.1617,200111,0.5804139,0.532451,0.6441598,0.14966296,0.14633617,0.15298975,http://geadata.esac.esa.int/data-server/datalink/links?ID=659763880689114240,,659763880689114240
271,270,1635721458409799680,Gaia DR2 659698219229186688,1191438943,2015.5,129.73704956873328,0.0711298923535918,18.858084584014154,0.052598020674867775,5.52303210201276,0.08484424888536506,65.09613,-36.80949994062456,0.1441933129288457,-12.946752987661554,0.09725255240987402,-0.53333217,-0.16101286,-0.2866284,0.37179157,0.036099777,0.30962327,-0.4203095,0.4664831,-0.23800963,-0.50567484,207,0,206,1,7.1030946,378.68277,0.3356576527112278,7.89429857302453,31,false,4.4860954,1.2792751738704307,0.012577759775388412,-0.11240995,24,12,0.14948128,0,27,false,223,8325.277606220794,9.510129633882825,875.41156,15.887369,24,1526.9756298926968,13.408968943370843,113.87718,17.391808,23,10824.799220144463,34.29267197553159,315.65924,14.67587,1.4836472,0,2.7159376,1.5044384,1.2114992,,,0,,,,NOT_AVAILABLE,206.67220692199055,31.879790522072504,127.22640715618843,0.40609436459234566,100001,3918.4102,3519.0,4109.3066,1.56,1.3436,2.07,0.826,0.7109,1.053,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=659698219229186688,,659698219229186688
272,271,1635721458409799680,Gaia DR2 659684264879024128,805263960,2015.5,129.91681135981673,0.19192585335690557,18.846963765333985,0.12540302691792743,4.974886916390272,0.23733831426523053,20.961163,-35.7218155170548,0.4264321673479223,-11.684387069986027,0.28590159147405186,-0.439789,-0.110971734,-0.22404182,0.16668119,0.1817008,0.21991956,-0.26624927,0.34779075,-0.07381875,-0.52581054,192,0,192,0,1.8224889,223.75372,0.44537548903213975,1.3344825456465756,31,false,0.6279053,1.2468041605413338,0.03309461439531281,-0.06558049,22,10,0.4151543,0,28,false,221,987.1316712211317,1.9466571852663748,507.09067,18.202429,23,196.5055669689882,19.467466290012776,10.094049,19.61795,19,1450.6185179060844,12.664019828412691,114.54645,16.858036,1.6685961,0,2.7599144,1.4155216,1.3443928,,,0,,,,NOT_AVAILABLE,206.7556195487371,32.03488845000131,127.39374947442009,0.4386817736436512,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=659684264879024128,,659684264879024128
273,272,1635721458409799680,Gaia DR2 659689865516277632,1669001777,2015.5,129.53355021254245,0.20521404808056304,18.741589633384525,0.1394581184257081,5.839139230183189,0.22787707341798094,25.624075,-34.70583862653319,0.39450625830806596,-12.502425556979405,0.2754618571900558,-0.43280584,-0.3166741,-0.33676136,0.48297638,0.14241609,0.4082841,-0.51496226,0.47094554,-0.31605253,-0.4279249,190,0,185,5,5.7923837,312.82336,0.742859789227316,5.225513232390305,31,false,0.62897515,1.1955706384384084,0.037134658460187764,-9.152955E-4,22,12,0.40058133,0,26,false,220,1283.5419959999126,2.3561572855370088,544.76074,17.917341,23,191.96110978389603,8.57303133920072,22.391275,19.643354,23,1825.8551245192075,10.897000991045854,167.55574,16.608253,1.5720687,0,3.035101,1.7260132,1.3090878,,,0,,,,NOT_AVAILABLE,206.71965826093995,31.658307371003428,127.06962698540931,0.24452998309540006,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=659689865516277632,,659689865516277632
274,273,1635721458409799680,Gaia DR2 659721510835420544,179542697,2015.5,129.08780601782144,0.19858923163654682,18.841007698242883,0.14589196786203393,5.006081220407506,0.34560119285380975,14.485139,-33.37985415669572,0.4967490853187041,-12.077807781989002,0.2715864775678394,-0.33362004,-0.3293329,-0.31885704,0.35992822,0.42840096,0.44581026,-0.4933199,0.80256724,-0.51590437,-0.46996334,182,0,182,0,1.6486319,209.12015,0.48822745062423895,1.4206701119914138,31,false,0.55769414,1.2290093815876852,0.042044832681183315,-0.022403141,21,10,0.51112396,0,26,false,227,861.6202356988699,1.8074343061524971,476.709,18.350077,22,128.92312555583004,4.1624444849847055,30.972937,20.075562,24,1254.7245119077452,9.91589676138156,126.53667,17.015549,1.6058671,0,3.0600128,1.7254848,1.334528,,,0,,,,NOT_AVAILABLE,206.4343736136075,31.29947474024416,126.63620346806576,0.23439771408820192,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=659721510835420544,,659721510835420544
275,274,1635721458409799680,Gaia DR2 659691656519169920,662303479,2015.5,129.6345210906754,0.058808846301530784,18.781296198672816,0.04064101109905284,5.4076064114144025,0.07445676551159763,72.62747,-35.10331701958512,0.12217328429919792,-12.348210448829262,0.08147990633912905,-0.44999492,-0.23807952,-0.20065854,0.24998139,0.13439763,0.23384991,-0.25304517,0.49805486,-0.2402287,-0.4645021,236,0,235,1,3.7337155,318.9029,0.20697575986873737,2.6233071439670548,31,false,5.5115833,1.2931070221413516,0.01082298498672792,-0.08632295,27,12,0.12529258,0,31,false,271,6686.3875721543745,6.3485039556078995,1053.2225,16.125387,24,1409.4765095814696,17.322772470693444,81.365524,17.478745,26,8268.32820200433,18.827754040989753,439.15637,14.968376,1.4473891,0,2.5103683,1.3533573,1.157011,,,0,,,,NOT_AVAILABLE,206.71607676123483,31.76178592978195,127.15204721165664,0.30717309809169535,100001,3794.0266,3448.0,4192.98,0.1867,0.1677,0.6471,0.105,0.0929,0.3435,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=659691656519169920,,659691656519169920
276,275,1635721458409799680,Gaia DR2 659674197475355392,842988039,2015.5,129.83055423957293,0.35704554575687714,18.639546480895614,0.2594209571382786,5.5572268423592055,0.5142004342800905,10.807511,-37.02600548346565,0.7852923515463729,-12.453519620405473,0.47920180778091875,-0.5756099,-0.31550482,-0.2550204,0.40440917,0.29962805,0.390316,-0.48883283,0.6851526,-0.433358,-0.581914,215,0,214,1,3.6970954,293.22952,1.0874924857031425,2.779632723112396,31,false,0.18105502,1.1829666522648785,0.06293396592850982,-0.11191461,25,11,0.807558,0,30,false,249,443.4285824069242,1.2112396376484156,366.09485,19.071306,23,53.20940929077191,5.424864338893659,9.808432,21.036417,28,706.2740647404884,10.96224835075016,64.42785,17.639486,1.7127526,0,3.3969307,1.9651108,1.4318199,,,0,,,,NOT_AVAILABLE,206.9498328133527,31.884743687549243,127.3676622428262,0.21729191901051256,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=659674197475355392,,659674197475355392
277,276,1635721458409799680,Gaia DR2 659760650873719040,915953248,2015.5,129.21498437883108,0.025134719152201734,19.076344986017915,0.01703031905715331,5.337480940548098,0.035815888054814934,149.02551,-34.32160840931252,0.05515004290136072,-13.110607351497563,0.031832673046227396,-0.34712026,-0.18507656,-0.2682086,0.17919344,0.09308552,0.14986166,-0.33072358,0.63871676,-0.329904,-0.4041557,194,0,194,0,-5.2591696,103.63363,0.0,0.0,31,true,112.49327,1.468098358887245,0.005311739149356348,-0.036258522,22,12,0.06259367,0,27,false,239,86683.87958826596,42.609457528541654,2034.3812,13.34352,27,33726.13786140456,53.94133484013774,625.23737,14.031471,27,76343.4040930497,76.76807962760935,994.4681,12.554991,1.269781,0,1.4764805,0.6879511,0.7885294,35.99953360428883,3.3340786638108235,6,5500.0,4.5,0.0,NOT_AVAILABLE,206.22669111869516,31.495498547657732,126.69352367652662,0.49240015698214323,100001,4509.61,4372.8735,4664.67,0.299,0.1305,0.5185,0.131,0.063,0.2357,200111,0.6421992,0.60021365,0.68298924,0.15367036,0.15126531,0.1560754,http://geadata.esac.esa.int/data-server/datalink/links?ID=659760650873719040,,659760650873719040
278,277,1635721458409799680,Gaia DR2 659744295638254336,396321174,2015.5,129.36257173299308,0.08389569131113442,18.97661970980966,0.05947958738246516,5.535194221547099,0.12138399094346726,45.600693,-35.76783418392361,0.18708631457667496,-12.385582716285043,0.10830457139913513,-0.60733944,-0.3484422,-0.4604431,0.5434165,0.31352216,0.49710956,-0.55829173,0.75373936,-0.49461654,-0.61834466,184,0,184,0,4.7268906,283.25333,0.27433771121032036,4.225256639504051,31,true,4.8400574,1.2984762464013393,0.01463727608684889,-0.08629705,21,11,0.20097388,0,24,false,209,6948.435076610057,5.630720417671425,1234.0223,16.083649,24,1442.1459717246184,12.44911599203102,115.84325,17.453865,23,8693.210486702264,17.92796670401378,484.8966,14.913969,1.4586531,1,2.539896,1.3702164,1.1696796,,,0,,,,NOT_AVAILABLE,206.39411632042115,31.590642746234884,126.85367432347572,0.43103560250097167,100002,3729.2825,3291.0,4419.607,0.317,0.1729,0.6651,0.1623,0.097,0.3681,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=659744295638254336,,659744295638254336
279,278,1635721458409799680,Gaia DR2 659724195191319936,946665287,2015.5,129.23422907696911,0.04105698762780777,18.96327430552156,0.029368654522580473,5.446285322973668,0.06087757801149439,89.46291,-34.80659468602214,0.09078898578313517,-12.49973137307786,0.05433278501022023,-0.34022048,-0.15808322,-0.15782186,0.27738598,0.0451344,0.18281887,-0.28565648,0.68031025,-0.33962986,-0.38929507,203,0,202,1,7.8020563,394.93155,0.22809893220065902,9.13158394996633,31,false,13.67489,1.349949614181666,0.009740537104560139,-0.045262855,23,12,0.095295504,0,28,false,248,37780.63317005427,28.778177851746115,1312.8223,14.245193,28,10199.052685907505,58.21586176155265,175.19371,15.3299885,28,41950.19021993722,84.08824883601507,498.8829,13.205085,1.3803169,0,2.1249037,1.084796,1.0401077,,,0,,,,NOT_AVAILABLE,206.35823406328566,31.47243138717893,126.73957661004195,0.3875418948243725,100001,3972.2625,3611.25,4494.79,1.928,1.7569,2.2164,0.956,0.8743,1.0571,200111,0.6169974,0.48188165,0.7465246,0.0853912,0.08334567,0.087436736,http://geadata.esac.esa.int/data-server/datalink/links?ID=659724195191319936,,659724195191319936
280,279,1635721458409799680,Gaia DR2 659719419187699712,1559659964,2015.5,129.21494681126524,0.15172906666225774,18.83863600562732,0.10223319876531221,5.426234125376094,0.24935931387963262,21.760704,-35.7951267792893,0.35640817817549175,-12.953397322462049,0.19634786473351987,-0.3841992,-0.2781099,-0.35274297,0.31655467,0.2955555,0.32495692,-0.49350497,0.7496106,-0.5392618,-0.48278233,185,0,185,0,7.3000946,356.02325,0.5990381851709045,5.852672647639807,31,false,1.0733585,1.2270695756278576,0.02979526941874224,-0.022586187,21,10,0.36530948,0,26,false,229,1924.4894969102334,2.904627915873151,662.55975,17.477577,25,286.9659167086245,8.296689179933502,34.588005,19.206812,25,2694.8019282391824,10.409135902187252,258.88815,16.185602,1.5493813,0,3.0212097,1.7292347,1.291975,,,0,,,,NOT_AVAILABLE,206.48717215607175,31.411062593437443,126.7532727521928,0.26232241309880117,,,,,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=659719419187699712,,659719419187699712
281,280,1635721458409799680,Gaia DR2 659734125155723008,618192194,2015.5,129.07907721265653,0.07094458469048459,18.91898150752095,0.045122796356921284,5.449311793595244,0.10342733368176314,52.687347,-36.699907525434384,0.14931734425033122,-13.489312741072053,0.0886881646782571,-0.42125195,-0.45804524,-0.29891762,0.49784866,0.3491355,0.42908213,-0.42494985,0.7180003,-0.50865304,-0.45890367,194,0,192,2,3.5533104,263.63968,0.22960693185994643,3.546768798376437,31,false,6.178078,1.3289393943168963,0.013533237570178281,-0.03073056,22,11,0.15785962,0,27,false,236,7994.361936909567,8.238688515049523,970.344,15.931406,25,1699.6224576262684,11.872572035790164,143.15536,17.275507,25,9891.79784139308,32.95932962396566,300.12134,14.773732,1.4499494,0,2.5017748,1.344101,1.1576738,,,0,,,,NOT_AVAILABLE,206.34564798668524,31.31951890861269,126.60865348213362,0.307808506003069,100001,3820.6934,3395.75,4217.1,0.463,0.2314,0.729,0.255,0.141,0.399,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=659734125155723008,,659734125155723008
282,281,1635721458409799680,Gaia DR2 659680072990872704,481654546,2015.5,129.74049544480587,0.0855869196939668,18.775182736845125,0.05627606578201449,5.677063547201399,0.10096511483544988,56.22797,-35.92685474984047,0.17011693451142085,-12.70290654369997,0.11214100790115968,-0.30423376,-0.3297016,0.057854783,0.3031224,0.071794204,0.14200872,-0.3151296,0.34693357,-0.3371369,-0.19990699,187,0,185,2,3.9096982,263.97696,0.29083292247268566,3.3225628623975982,31,false,3.2248483,1.3004398419829077,0.01493003710476745,-0.0411302,22,12,0.15896711,0,25,false,202,4438.822447149678,5.029002944983468,882.64465,16.570196,23,778.8091695473806,9.03962770492752,86.15501,18.12281,24,6166.718397532427,22.126582803088873,278.70178,15.286785,1.564723,0,2.8360252,1.5526142,1.283411,,,0,,,,NOT_AVAILABLE,206.76481342864653,31.85337618623013,127.25064403740959,0.32674732467231754,100001,4053.9866,3697.907,4648.69,0.987,0.643,1.433,0.5405,0.3619,0.8666,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=659680072990872704,,659680072990872704
283,282,1635721458409799680,Gaia DR2 659722752082318976,597885288,2015.5,129.17773670594016,0.024879920537396377,18.895188057833803,0.017667358376571848,5.392594637427869,0.03824151028863759,141.01416,-35.67547952897838,0.05712576167267848,-11.294735170365387,0.031438009249365066,-0.31444934,-0.1554475,-0.2210043,0.29112718,0.116116636,0.23765999,-0.44559163,0.71572477,-0.3826749,-0.40702093,211,9,210,1,-2.2663808,161.87822,0.0,0.0,31,false,100.24696,1.4666134329555498,0.005696580738550807,-0.015416081,24,12,0.06303552,0,28,false,246,77151.44041819539,26.5735878724151,2903.313,13.470006,26,28269.22311718704,72.8479177607129,388.05807,14.223104,26,70913.41071022837,99.69555707012081,711.2996,12.635099,1.2855577,0,1.5880041,0.75309753,0.8349066,,,0,,,,NOT_AVAILABLE,206.4105689553525,31.39828740848244,126.70497539875475,0.30820666831397275,100001,4365.0,4124.69,4582.0,0.576,0.4219,0.9453,0.295,0.205,0.4621,200111,0.6602487,0.59919184,0.7394238,0.14257613,0.1403113,0.14484096,http://geadata.esac.esa.int/data-server/datalink/links?ID=659722752082318976,,659722752082318976
284,283,1635721458409799680,Gaia DR2 659777074828577024,638919862,2015.5,129.35066395851604,0.04383900184684807,19.416950300696637,0.027445869843724952,5.372766875600717,0.05864249576251994,91.619,-34.98274948045494,0.09151058903698314,-13.47175080008391,0.05636559070501677,-0.37911564,-0.30265102,-0.28262544,0.25182375,0.18625605,0.258547,-0.28872937,0.58989763,-0.24209364,-0.44522738,221,0,220,1,4.8126607,330.14685,0.17362922917661863,4.050993775052342,31,false,13.618053,1.3165425968271047,0.008554837412604504,-0.010153667,25,12,0.09674927,0,29,false,252,19267.57401813273,11.54906417433452,1668.3234,14.976298,25,4519.598162248344,13.63246346694645,331.532,16.213638,25,22769.761166619635,39.79258876718866,572.2111,13.868524,1.416336,0,2.3451147,1.23734,1.1077747,,,0,,,,NOT_AVAILABLE,205.90533682883716,31.735353987004462,126.73170450626868,0.8542882407500865,100001,3433.6667,3399.5,3954.0,1.9205,1.519,2.3063,0.94,0.7667,1.1074,200111,0.72525686,0.5469338,0.7399085,0.06587353,0.06432623,0.06742084,http://geadata.esac.esa.int/data-server/datalink/links?ID=659777074828577024,,659777074828577024
285,284,1635721458409799680,Gaia DR2 659713818550364160,112096705,2015.5,129.0501194908883,0.11641298522079414,18.735457638503018,0.08188284582657616,5.500340314154259,0.15939712268368547,34.50715,-35.65812178037631,0.2492472109188723,-13.02746808459549,0.17069950486222824,-0.33503374,-0.21714748,-0.1653499,0.050246093,0.27648693,0.16774616,-0.14819065,0.5493793,-0.18620153,-0.39879563,162,0,161,1,5.815756,281.93494,0.5169424602803381,6.670556408865002,31,false,1.7120702,1.2633001501045742,0.02345730852618218,-0.042465705,19,11,0.24419926,0,22,false,187,3159.3049288221923,3.359914964455632,940.2931,16.939386,21,491.0350567049316,14.441127862794719,34.00254,18.623608,20,4399.6142095205105,19.594019976605544,224.53862,15.653383,1.5480143,0,2.9702244,1.6842213,1.2860031,,,0,,,,NOT_AVAILABLE,206.53482406939258,31.22847324028967,126.62812608863723,0.1232738164893945,100001,4619.04,4000.3167,4869.59,0.975,0.6002,1.2013,0.528,0.3476,0.654,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=659713818550364160,,659713818550364160
